item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,item_type_combined,outlet_years
NCP43,Non-Edible,180.366,2336.958,0.03050705,17.75,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDH33,Low Fat,45.9428,1274.3412,0.122221269,12.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDN48,Low Fat,90.0804,643.1628,0.113720344,14.109,OUT027,Tier 3,Small,Supermarket Type3,train,Food,37
FDB36,Regular,132.5626,3410.2276,0.048486801,5.465,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDK04,Low Fat,58.5588,747.16076,0.087559621,12.963999999999999,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCA17,Non-Edible,150.9392,1387.12772,0.076020756,12.928999999999998,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
NCP42,Non-Edible,195.2478,4262.4516,0.016201845,8.51,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDT31,Low Fat,190.6872,4916.2672,0.012518707,19.75,OUT046,Tier 2,Small,Supermarket Type1,train,Food,15
DRM35,Low Fat,177.7344,1605.9096,0.070843019,9.695,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,15
NCI31,Non-Edible,38.319,768.999,0.136124989,20.0,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDF09,Low Fat,38.2848,484.7024,0.012090074,14.309999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDL44,Low Fat,160.2894,3235.788,0.012272797,18.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDJ48,Low Fat,247.8118,6669.3186,0.094460314,15.309000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
NCV06,Non-Edible,194.4478,387.4956,0.066681333,11.3,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDW44,Regular,171.3448,2386.2272,0.035205866,9.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDM51,Regular,102.2674,2444.8176,0.025966531,11.8,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDZ28,Regular,127.3678,1780.3492,0.0,20.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDL33,Low Fat,193.8452,1957.452,0.099962524,7.235,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDD09,Low Fat,179.9976,4889.6352,0.0,13.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDY10,Low Fat,115.6176,2519.3872,0.049167388,17.6,OUT046,Tier 2,Small,Supermarket Type1,train,Food,20
FDY50,Low Fat,90.3172,1186.4556,0.13169655,12.287,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDE51,Regular,45.5086,669.129,0.161466534,5.925,OUT046,Tier 3,Small,Supermarket Type1,train,Food,24
FDA03,Regular,146.8102,3499.4448,0.045463773,9.960000000000003,OUT046,Tier 3,Small,Supermarket Type3,train,Food,18
NCZ18,Non-Edible,255.5698,6088.0752,0.186445212,7.825,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDX26,Low Fat,184.1292,547.2876,0.153741385,13.786000000000001,OUT019,Tier 3,Small,Grocery Store,train,Food,24
FDZ35,Regular,104.799,2373.577,0.02236923,9.6,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDD17,Low Fat,239.0906,5942.265,0.032677678,7.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDT45,Low Fat,55.8956,704.5495599999999,0.057637631,13.686000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDL24,Regular,172.3422,7759.899,0.024776026,9.443999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDB53,Low Fat,150.2392,3877.6192,0.140241213,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
NCY53,Non-Edible,113.3544,2150.66716,0.058812134,9.282999999999998,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDM01,Regular,104.4332,2870.9296,0.095102092,7.895,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDH40,Regular,79.9276,1380.8692,0.078929571,15.231,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDC11,Low Fat,87.9172,3836.3396,0.141106202,15.479000000000003,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDN34,Regular,167.1132,2874.9244,0.04575559,15.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
DRE15,Low Fat,77.6012,797.7615599999999,0.031139933,12.169,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDW19,Regular,110.657,2087.283,0.038718195,12.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDU03,Regular,184.2292,2842.69968,0.092095924,11.318999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRE01,Low Fat,243.5512,4945.82872,0.279783532,13.622,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDY34,Regular,166.4842,2652.5472,0.011026594,10.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDW58,Low Fat,107.8622,1589.53092,0.013224491,11.796,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCD43,Non-Edible,106.7964,1246.9102400000002,0.028048877,12.629,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDF02,Low Fat,103.799,1066.07896,0.104058452,13.065999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRE03,Low Fat,48.7718,236.359,0.024226902,19.6,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,25
FDB37,Regular,240.7538,3364.9532,0.022921735,20.25,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDW49,Low Fat,180.6002,895.501,0.14453827,11.256,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDG44,Low Fat,54.0298,808.947,0.102607233,6.13,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
NCM26,Non-Edible,154.634,2541.49176,0.040520754,9.187999999999999,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDA20,Low Fat,186.424,3914.904,0.066892471,6.78,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDV52,Regular,119.7466,4006.7844,0.122208091,20.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDY26,Regular,211.4244,7833.8028,0.030510526,20.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDR02,Low Fat,110.2886,1890.2062,0.022047313,16.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDI15,Low Fat,265.0884,8479.6288,0.24749009,10.725999999999999,OUT049,Tier 3,Small,Supermarket Type1,train,Food,15
NCX30,Non-Edible,249.2776,3538.59384,0.046609281,12.125,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
NCK06,Non-Edible,122.6756,2665.8632,0.014472516,5.03,OUT035,Tier 3,Small,Supermarket Type1,train,Non-Consumable,18
FDH31,Regular,99.9042,1337.3258799999999,0.020494302,9.772,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRG23,Low Fat,151.7682,762.341,0.086708987,8.88,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,35
FDP09,Low Fat,213.2902,4247.804,0.034027909,19.75,OUT035,Tier 3,Small,Supermarket Type2,train,Food,13
NCM54,Non-Edible,125.6678,4832.3764,0.050692386,12.081,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
DRM37,Low Fat,198.5768,6897.688,0.161350176,12.902000000000001,OUT027,Tier 3,Small,Supermarket Type3,train,Drinks,24
FDM57,Regular,85.1908,2181.1608,0.075849167,11.65,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDB20,Low Fat,79.7986,1120.67456,0.091011438,13.830000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRG15,Low Fat,61.5536,796.2968,0.076891526,6.13,OUT049,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDS22,Regular,45.9428,773.79276,0.02328537,10.782,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDC02,Low Fat,259.9278,6768.5228,0.115194717,21.35,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDL14,Regular,155.2972,311.5944,0.05382735,8.115,OUT010,Tier 3,Small,Grocery Store,train,Food,24
DRG39,Low Fat,51.6982,1262.3568,0.042352822,14.15,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
DRG37,Low Fat,156.7972,2467.18848,0.033929133,10.169,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDA39,Low Fat,40.2822,78.5644,0.012769753,6.32,OUT035,Tier 3,Small,Supermarket Type2,train,Food,13
NCC30,Non-Edible,177.6344,2676.516,0.027622076,16.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
NCN06,Non-Edible,162.2868,2620.5888,0.120497266,8.39,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDA04,Regular,259.7962,5697.9164,0.066406853,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
NCJ42,Non-Edible,103.0332,1230.3984,0.014301326,19.75,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDY07,Low Fat,46.8402,597.2226,0.121848436,11.8,OUT049,Tier 3,Small,Supermarket Type1,train,Food,20
FDQ21,Low Fat,120.8756,3150.5656,0.019502354,21.25,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
DRL60,Low Fat,153.5682,2141.6122800000003,0.047377447,15.264,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
DRM59,Low Fat,153.2998,461.3994,0.006289291,9.430000000000001,OUT019,Tier 1,Small,Grocery Store,train,Drinks,37
DRJ24,Low Fat,186.3924,5367.6796,0.113559058,11.8,OUT045,Tier 3,Small,Supermarket Type1,train,Drinks,20
FDF56,Regular,180.3976,3078.6592,0.119362812,16.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDN20,Low Fat,169.5474,4211.185,0.026181893,9.444,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDM33,Low Fat,221.5798,3850.3214,0.153585858,14.249,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDO19,Regular,50.2034,972.068,0.016630303,13.45,OUT049,Tier 3,Small,Supermarket Type3,train,Food,18
FDW59,Low Fat,86.5566,1290.3204,0.03627089,11.049,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR13,Regular,117.8492,810.9444,0.028837829,9.895,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDG09,Regular,185.9556,4318.3788,0.04792722,20.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDO01,Regular,129.3994,2055.9904,0.020760673,13.060999999999998,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
DRG13,Low Fat,166.4526,2758.4093999999996,0.037396492,13.373000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
DRF49,Low Fat,114.2518,569.259,0.071222087,7.27,OUT046,Tier 2,Small,Supermarket Type1,train,Drinks,20
NCI43,Non-Edible,46.3376,1150.5024,0.025963795,19.85,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDL32,Regular,110.1544,1565.9616,0.123159656,15.7,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
NCR54,Non-Edible,195.211,2553.343,0.090486828,16.35,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
NCY29,Non-Edible,55.593,282.965,0.077169841,13.65,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
FDX25,Low Fat,181.9292,3101.2964,0.101561568,12.806000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,13
FDK32,Regular,154.2682,2849.89032,0.085749906,12.02,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDZ50,Regular,184.2608,6064.1064,0.0,13.786000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDP48,Regular,182.995,6042.135,0.044202545,13.306000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,13
FDQ55,Regular,116.7834,1587.13404,0.013111823,12.1,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
FDI21,Regular,65.0168,584.0397599999999,0.094741514,11.1,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDM03,Low Fat,109.1938,1851.9892800000002,0.123726711,11.773,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDE59,Low Fat,36.6532,251.6724,0.062640143,12.15,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDT40,Low Fat,128.4678,763.0068,0.167725251,14.6,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCS30,Non-Edible,130.9652,2164.38264,0.155706798,9.010000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDL43,Low Fat,75.367,535.969,0.027106459,10.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCP55,Non-Edible,53.8614,221.0456,0.011180713,14.65,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
DRF60,Low Fat,240.3564,2956.8178,0.052363244,12.588000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDL51,Regular,213.4876,1929.4884,0.047684831,20.7,OUT049,Tier 3,Medium,Supermarket Type2,train,Food,13
FDJ04,Low Fat,120.3124,948.0992,0.124959013,18.0,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCP17,Non-Edible,65.6168,707.0796,0.027827268,10.032,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDM56,Low Fat,111.1912,218.3824,0.122896411,11.059000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDT59,Low Fat,231.1668,6911.004,0.016001434,13.65,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDI14,Low Fat,140.2496,1693.7952,0.089859642,14.1,OUT046,Tier 2,Small,Supermarket Type1,train,Food,20
NCV17,Non-Edible,129.2626,3147.9024,0.01619866,18.85,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
NCL06,Non-Edible,262.9594,5331.99272,0.120624771,14.325999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDV01,Regular,154.6314,6515.5188,0.0,9.43,OUT027,Tier 3,Small,Supermarket Type3,train,Food,15
FDO25,Low Fat,211.327,4844.893440000001,0.21332355,14.357999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDG35,Regular,173.5738,2954.1546,0.00704098,21.2,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDV59,Low Fat,216.7166,3918.8988,0.048124443,13.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDT58,Low Fat,169.4816,503.3448,0.143870574,9.0,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
NCI17,Non-Edible,96.641,868.869,0.143713508,8.645,OUT046,Tier 3,Small,Supermarket Type1,train,Non-Consumable,20
DRH51,Low Fat,89.8856,351.5424,0.097198194,14.109,OUT035,Tier 3,Small,Supermarket Type3,train,Drinks,18
FDN39,Regular,168.3816,5033.448,0.065520388,9.444,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
DRG48,Low Fat,147.3102,1273.14276,0.014614357,15.526000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDZ23,Regular,185.424,745.696,0.112985849,17.75,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDC03,Regular,195.3794,3511.4292,0.071958197,8.575,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCM31,Non-Edible,143.3154,2836.308,0.0816559,6.095,OUT046,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDL08,Low Fat,245.9144,4655.2736,0.049677651,10.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDN22,Regular,250.8724,3775.086,0.138190277,18.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDK38,Low Fat,149.7734,296.9468,0.053591345,6.65,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
FDH26,Regular,142.2496,4093.3384,0.034699737,11.643,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDR32,Regular,226.7694,6165.9738,0.085392428,14.379,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDU36,Low Fat,99.3384,2364.9216,0.04627095,6.15,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDR08,Low Fat,110.2886,2223.772,0.037699254,18.7,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCF19,Non-Edible,48.6034,680.4476,0.061470858,15.12,OUT019,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDU39,Low Fat,60.4562,770.3306,0.036241797,11.767000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDY45,Low Fat,255.8356,2543.356,0.026015519,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDG17,Regular,244.4486,6353.0636,0.036042939,6.865,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
NCX42,Non-Edible,165.6526,5262.4832,0.006012413,9.453,OUT045,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDW39,Regular,176.937,176.437,0.064625342,11.822000000000001,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDW51,Regular,214.556,2769.728,0.094659871,6.155,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDA44,Low Fat,57.893,622.523,0.089083914,19.7,OUT035,Tier 3,Small,Supermarket Type1,train,Food,15
NCP54,Non-Edible,122.873,2832.979,0.035204319,15.35,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDQ56,Low Fat,85.6908,3691.1952,0.105761491,15.479000000000003,OUT049,Tier 3,Small,Supermarket Type3,train,Food,18
FDW03,Regular,105.3306,1045.306,0.024579432,5.63,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDY56,Regular,227.6062,7222.5984,0.062764429,14.379,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
NCF54,Non-Edible,172.6422,2931.5174,0.047645037,18.0,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
DRJ13,Low Fat,161.5578,2406.867,0.063017847,12.65,OUT045,Tier 3,Small,Supermarket Type1,train,Drinks,20
FDB35,Regular,92.9804,1929.4884,0.064750025,12.3,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
FDT35,Regular,169.2816,2130.82632,0.081916124,11.782,OUT035,Tier 3,Small,Supermarket Type3,train,Food,15
FDF28,Regular,122.9046,1992.0736,0.038078899,15.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDD23,Regular,188.5898,3979.22028,0.048883854,12.358,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDQ32,Regular,123.8388,866.8716,0.04679836,17.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDJ28,Low Fat,193.3162,1275.40648,0.036590807,15.167000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDU28,Regular,187.8214,4710.535,0.09444959,19.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDQ52,Low Fat,249.7434,3251.63404,0.199825987,11.715,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCJ19,Non-Edible,58.7588,788.57352,0.19780911,10.524,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDN15,Low Fat,141.718,419.454,0.028009382,17.5,OUT049,Tier 3,Small,Supermarket Type1,train,Food,23
FDE21,Low Fat,117.7492,1877.42284,0.038404703,11.278,OUT049,Tier 3,Small,Supermarket Type3,train,Food,18
FDX28,Low Fat,99.7042,1337.3258799999999,0.12588618,11.911999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDI19,Low Fat,242.8512,5816.4288,0.052339069,15.919,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDR43,Low Fat,38.319,585.904,0.162147349,12.071000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
DRJ23,Low Fat,190.4872,2840.43596,0.069745165,15.24,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDN09,Low Fat,243.9828,731.0484,0.05837308,14.15,OUT010,Tier 3,Small,Grocery Store,train,Food,24
DRL47,Low Fat,127.5362,2480.105,0.038955892,16.110000000000003,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDX13,Low Fat,251.0092,3007.2854400000006,0.083661793,11.849,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDK34,Low Fat,240.2564,2860.2768,0.038494623,13.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
DRC49,Low Fat,145.8128,2550.6798,0.065806717,12.795000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,15
FDF45,Regular,57.7904,1464.76,0.012194556,18.2,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
NCB54,Non-Edible,129.2336,2295.5452400000004,0.050335829,10.27,OUT049,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,13
FDR16,Regular,214.4218,1496.0526,0.105445801,5.845,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDP21,Regular,190.8872,2842.03388,0.045068892,13.303,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDP51,Regular,119.6124,2251.7356,0.085622362,13.85,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
NCH30,Non-Edible,114.586,2942.836,0.067141355,17.1,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDH12,Low Fat,107.128,1731.7458,0.148742896,12.629000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
DRL49,Low Fat,144.3812,1495.7862799999998,0.094450618,13.15,OUT049,Tier 3,Small,Supermarket Type1,train,Drinks,15
FDP46,Low Fat,91.883,948.0992,0.13064231,13.899000000000001,OUT049,Tier 3,Small,Supermarket Type1,train,Food,18
FDE04,Regular,179.766,2336.958,0.018059621,19.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCO17,Non-Edible,121.844,3115.944,0.128478462,11.088,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,18
NCQ42,Non-Edible,127.9678,3560.6984,0.039428167,20.35,OUT049,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
FDS09,Regular,49.6008,50.6008,0.141975462,13.45,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDY32,Low Fat,164.021,3914.904,0.129503146,7.605,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
DRM49,Regular,46.6086,920.00244,0.152813518,14.685000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDF17,Low Fat,197.811,3541.7896800000003,0.042861968,14.609,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDX31,Regular,231.7958,5375.0034,0.014753811,16.179,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
NCU18,Non-Edible,143.0496,2048.0008000000003,0.097768728,10.706,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
DRI01,Low Fat,174.0422,2586.633,0.034452949,7.97,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,25
NCP14,Non-Edible,106.5306,1233.7274,0.184602443,11.544,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDP38,Low Fat,52.2008,759.012,0.032283676,10.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCJ43,Non-Edible,176.3396,3809.9739200000004,0.045308629,15.429000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDU23,Low Fat,167.1184,3750.7177199999996,0.036360676,14.073000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS04,Regular,142.2838,3496.3821199999998,0.245483691,11.913,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDL27,Low Fat,66.3826,1937.478,0.010647477,6.17,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
DRF23,Low Fat,172.8396,7152.0236,0.205294827,12.022,OUT027,Tier 3,Small,Supermarket Type3,train,Drinks,15
FDB47,Low Fat,210.6612,4844.893440000001,0.071720362,14.357999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRE48,Low Fat,197.9768,2482.7682,0.028999721,13.339000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDT34,Low Fat,106.7964,841.5712,0.174621343,9.3,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
FDZ07,Regular,60.2194,1733.7432,0.0,13.45,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDO16,Low Fat,84.625,920.1356,0.02528802,12.131,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDW28,Low Fat,196.8452,978.726,0.089004389,18.25,OUT046,Tier 3,Small,Supermarket Type1,train,Food,20
FDQ37,Low Fat,193.4478,774.9912,0.149404057,20.75,OUT046,Tier 3,Small,Supermarket Type1,train,Food,24
NCE55,Non-Edible,178.237,2697.6884399999994,0.130663423,11.983,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDM16,Regular,76.2354,567.2616,0.033745202,8.155,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCK54,Non-Edible,117.815,2330.3,0.029380407,12.040000000000001,OUT027,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDE02,Low Fat,93.7778,1783.6782,0.121149472,8.71,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDV49,Low Fat,265.2226,5815.0972,0.025879577,10.0,OUT046,Tier 2,Small,Supermarket Type1,train,Food,20
FDJ33,Regular,125.173,2956.152,0.088821765,8.895,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDD16,Low Fat,75.0696,74.5696,0.063649582,15.231,OUT019,Tier 3,Small,Grocery Store,train,Food,24
FDQ28,Regular,154.5656,6024.1584,0.060376776,9.430000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
FDW27,Regular,155.7314,3412.8908,0.264124669,9.43,OUT019,Tier 3,Small,Supermarket Type2,train,Food,13
FDN21,Low Fat,163.1236,2416.854,0.076483451,9.991000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDP16,Low Fat,246.6802,7370.406,0.039355947,18.6,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
FDO37,Low Fat,232.7326,7393.0432,0.035780177,15.919,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDJ27,Regular,103.8674,1525.08148,0.122565413,17.7,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCO29,Non-Edible,166.3526,1710.8396799999998,0.032438645,13.353,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
DRE49,Low Fat,153.0024,2580.6408,0.021370201,20.75,OUT046,Tier 2,Small,Supermarket Type1,train,Drinks,15
FDA31,Low Fat,175.008,4672.71756,0.18413701,7.1,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDJ55,Regular,226.8404,5400.9696,0.039385992,12.8,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCN19,Non-Edible,191.353,2704.08012,0.021184746,14.093,OUT046,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDG33,Regular,172.7764,3435.528,0.245542627,11.542,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDN52,Regular,86.9198,1569.9564,0.13093275,15.479000000000003,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
